gene,wnt3a,wnt5a,wnt3a_direction,wnt5a_direction,wnt3a_unadjusted,wnt5a_unadjusted,full_names,descriptions
C3orf75,1.0,1.0,+,+,0.23019964108049873,0.0764038207500763,,
C3orf71,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C3orf67,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C3orf66,1.0,1.0,0,+,1.0,0.373900966300059,,
C3orf64,1.0,1.0,-,0,0.373900966300059,1.0,,
C3orf63,1.0,1.0,+,+,0.06016984650357827,0.373900966300059,,
C3orf62,1.0,1.0,+,0,0.5185185185185183,1.0,,
C3orf58,1.0,1.0,+,+,0.6018319142389484,0.013235599563682695,,
C3orf54,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
C3orf52,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C4orf39,1.0,1.0,0,+,1.0,0.1161165235168155,,
C4orf38,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C4orf36,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
C4orf34,1.0,1.0,0,+,1.0,0.20510645520407753,,
C4orf33,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C4orf32,1.0,1.0,+,+,0.5185185185185183,0.1161165235168155,,
C4orf3,1.0,1.0,-,+,0.6778688286992494,0.3486411394402042,,
C4orf19,1.0,1.0,+,0,0.373900966300059,1.0,,
C4orf14,1.0,1.0,+,+,0.1011915072182954,0.1011915072182954,,
C4orf27,1.0,1.0,+,+,0.2878641347266908,0.11611652351681558,,
C3orf47,1.0,1.0,0,+,1.0,0.373900966300059,,
C3orf46,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C3orf45,1.0,1.0,+,+,0.1161165235168155,0.373900966300059,,
C2orf81,1.0,1.0,+,0,0.11611652351681558,1.0,,
C2orf76,1.0,1.0,0,+,1.0,0.14814814814814806,,
C2orf74,1.0,1.0,+,+,0.5822848216890634,0.1868218001344756,,
C2orf72,1.0,1.0,-,-,0.1161165235168155,0.373900966300059,,
C2orf69,1.0,1.0,+,+,0.024896163460222737,0.002192129806692939,,
C2orf68,1.0,1.0,+,+,0.5185185185185183,0.1011915072182954,,
C2orf77,1.0,1.0,+,0,0.5185185185185183,1.0,,
C3orf14,1.0,1.0,0,-,1.0,0.6433299631818633,,
C3orf15,1.0,1.0,+,0,0.11611652351681558,1.0,,
C3orf39,1.0,1.0,+,+,0.25081535976844554,0.04742065558431962,,
C3orf38,1.0,1.0,+,+,0.7488684500235265,0.06016984650357827,,
C3orf37,1.0,1.0,+,-,0.3486411394402042,0.5390795735253243,,
C3orf35,1.0,1.0,+,0,0.5185185185185183,1.0,,
C3orf33,1.0,1.0,0,+,1.0,0.6433299631818634,,
C3orf26,1.0,1.0,+,+,0.2912653789558959,0.5011693674201637,,
C3orf23,1.0,1.0,0,+,1.0,0.6433299631818634,,
C3orf21,1.0,1.0,+,+,0.18900365845517536,0.07712017254361554,,
C3orf19,1.0,1.0,+,+,0.2878641347266908,0.1161165235168155,,
C4orf41,1.0,1.0,+,+,0.18900365845517536,0.01613008990009254,,
C4orf42,1.0,1.0,0,+,1.0,0.5185185185185183,,
C4orf43,1.0,1.0,+,+,0.2829128437730145,0.013415401532800094,,
C6orf130,1.0,1.0,+,+,0.20155545563251492,0.02009210701311459,,
C6orf126,1.0,1.0,-,-,0.10119150721829531,0.10119150721829531,,
C6orf125,1.0,1.0,-,+,0.3982426059088634,0.8170558443934339,,
C6orf124,1.0,1.0,+,-,0.7780495489000209,0.09930068321372677,,
C6orf118,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
C6orf115,1.0,1.0,-,+,0.8628803928814945,0.08373821195838424,,
C6orf108,1.0,1.0,-,-,0.17701690232644637,0.01577351850974049,,
C6orf106,1.0,1.0,-,0,0.23019964108049873,1.0,,
C6orf1,1.0,1.0,-,-,0.0438144541283279,0.005396889323682396,,
C5orf64,1.0,1.0,0,+,1.0,0.373900966300059,,
C6orf136,1.0,1.0,-,-,0.23019964108049873,0.06676654481198813,,
C6orf138,1.0,1.0,+,+,0.06858710562414266,0.013235599563682695,,
C6orf204,1.0,1.0,-,-,0.373900966300059,0.1011915072182954,,
C6orf203,1.0,1.0,+,+,0.41993981466604857,0.024110110551390906,,
C6orf192,1.0,1.0,+,+,0.373900966300059,0.014172594972725121,,
C6orf174,1.0,1.0,+,+,0.373900966300059,0.5185185185185183,,
C6orf163,1.0,1.0,0,+,1.0,0.11611652351681558,,
C6orf145,1.0,1.0,-,-,0.34649037019369566,0.6674921808326468,,
C2orf67,1.0,1.0,+,+,0.0890093425000857,0.024110110551390906,,
C5orf62,1.0,1.0,+,0,0.373900966300059,1.0,,
C5orf58,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C5orf25,1.0,1.0,+,+,0.05504060895249944,0.013235599563682695,,
C5orf24,1.0,1.0,+,+,0.25081535976844566,0.011858412162670733,,
C5orf22,1.0,1.0,0,+,1.0,0.20510645520407753,,
C5orf15,1.0,1.0,+,+,0.4418233076836301,0.12433663973800471,,
C5orf13,1.0,1.0,+,+,0.1565996374082168,0.897412539149691,,
C4orf52,1.0,1.0,+,+,0.3700562440104162,0.011858412162670733,,
C4orf49,1.0,1.0,-,+,0.373900966300059,0.5185185185185183,,
C4orf48,1.0,1.0,-,-,0.14738908778951515,0.006811530724546915,,
C4orf46,1.0,1.0,+,+,0.006533376338915146,0.002192129806692939,,
C4orf45,1.0,1.0,0,+,1.0,0.373900966300059,,
C5orf28,1.0,1.0,+,+,0.373900966300059,0.1011915072182954,,
C5orf30,1.0,1.0,+,+,0.06676654481198808,0.021311641128756727,,
C5orf32,1.0,1.0,+,+,0.45116085521479987,0.028439260591881076,,
C5orf56,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
C5orf54,1.0,1.0,+,+,0.1011915072182954,0.024110110551390906,,
C5orf53,1.0,1.0,0,-,1.0,0.373900966300059,,
C5orf51,1.0,1.0,+,+,0.329460330781903,0.23779614445826533,,
C5orf48,1.0,1.0,-,0,0.373900966300059,1.0,,
C5orf45,1.0,1.0,-,-,0.10119150721829552,0.1161165235168155,,
C5orf43,1.0,1.0,0,+,1.0,0.06858710562414264,,
C5orf42,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C5orf41,1.0,1.0,0,-,1.0,0.373900966300059,,
C5orf4,1.0,1.0,0,-,1.0,0.5185185185185183,,
C5orf39,1.0,1.0,0,-,1.0,0.11611652351681558,,
C5orf38,1.0,1.0,-,+,0.27203918045326597,0.9065539293006051,,
C5orf35,1.0,1.0,+,+,0.3486411394402042,0.01613008990009254,,
C5orf34,1.0,1.0,+,+,0.04742065558431962,0.11611652351681558,,
C6orf211,1.0,1.0,+,+,0.14751776679723616,0.033471744961631446,,
C2orf63,1.0,1.0,0,-,1.0,0.373900966300059,,
C20orf112,1.0,1.0,+,+,0.4168655304065087,0.05723523110663152,,
C20orf111,1.0,1.0,+,+,0.25942186031052256,0.0071823285663002,,
C20orf11,1.0,1.0,+,+,0.31308039554611355,0.025721420742506516,,
C20orf108,1.0,1.0,+,+,0.296181029336144,0.20283708258989017,,
C20orf107,1.0,1.0,0,+,1.0,0.373900966300059,,
C1orf97,1.0,1.0,-,-,0.5614380442505257,0.6433299631818633,,
C1orf96,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C1orf9,1.0,1.0,+,+,0.4168655304065087,0.373900966300059,,
C1orf88,1.0,1.0,+,0,0.373900966300059,1.0,,
C1orf86,1.0,1.0,-,-,0.21197085648963634,0.5185185185185183,,
C20orf134,1.0,1.0,-,-,0.11611652351681558,0.5185185185185183,,
C20orf201,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C20orf20,1.0,1.0,+,+,0.7089909680458226,0.13631820211433793,,
C20orf196,1.0,1.0,+,0,0.11611652351681545,1.0,,
C20orf194,1.0,1.0,-,-,0.11611652351681558,0.5185185185185183,,
C20orf132,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
C20orf165,1.0,1.0,0,+,1.0,0.373900966300059,,
C20orf144,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
C20orf177,1.0,1.0,+,+,0.20510645520407753,0.15830242337545783,,
C1orf85,1.0,1.0,+,-,0.373900966300059,0.1161165235168155,,
C1orf74,1.0,1.0,+,0,0.373900966300059,1.0,,
C1orf70,1.0,1.0,-,-,0.007490433881274529,0.1011915072182954,,
C1orf216,1.0,1.0,+,0,0.373900966300059,1.0,,
C1orf212,1.0,1.0,+,+,0.5185185185185183,0.11611652351681558,,
C1orf21,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C1orf201,1.0,1.0,0,+,1.0,0.373900966300059,,
C1orf220,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C1orf198,1.0,1.0,-,-,0.6433299631818632,0.3486411394402038,,
C1orf192,1.0,1.0,+,+,0.06467689395635304,0.09126024444398578,,
C1orf190,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C1orf189,1.0,1.0,+,+,0.11611652351681558,0.2605745473680253,,
C1orf187,1.0,1.0,+,-,0.373900966300059,0.5185185185185183,,
C1orf182,1.0,1.0,0,-,1.0,0.7246586364960955,,
C1orf194,1.0,1.0,-,+,0.15830242337545783,0.15830242337545783,,
C1orf226,1.0,1.0,+,+,0.2878641347266908,0.373900966300059,,
C1orf227,1.0,1.0,-,-,0.373900966300059,0.6529938944177129,,
C1orf63,1.0,1.0,+,+,0.5185185185185183,0.04742065558431962,,
C1orf61,1.0,1.0,-,-,0.373900966300059,0.6433299631818633,,
C1orf56,1.0,1.0,+,+,0.23019964108049873,0.25081535976844566,,
C1orf55,1.0,1.0,0,+,1.0,0.5185185185185183,,
C1orf54,1.0,1.0,-,0,0.1011915072182954,1.0,,
C1orf53,1.0,1.0,+,+,0.04742065558431957,0.5185185185185183,,
C1orf52,1.0,1.0,+,+,0.3869116417179261,0.03516845280535698,,
C1orf50,1.0,1.0,0,+,1.0,0.23779614445826533,,
C1orf43,1.0,1.0,-,-,0.08347403778918441,0.05821650850420932,,
C1orf38,1.0,1.0,-,-,0.06676654481198808,0.025721420742506516,,
C1orf35,1.0,1.0,-,-,0.6433299631818632,0.19626117814926947,,
C1orf31,1.0,1.0,+,+,0.015843709111785665,0.3869116417179261,,
C1orf27,1.0,1.0,+,+,0.5614380442505257,0.1161165235168155,,
C20orf24,1.0,1.0,+,+,0.5690244105624911,0.10819588202425712,,
C20orf26,1.0,1.0,0,+,1.0,0.373900966300059,,
C20orf27,1.0,1.0,0,-,1.0,0.20510645520407741,,
C20orf29,1.0,1.0,+,+,0.4216482551761943,0.4216482551761943,,
C2CD4C,1.0,1.0,-,0,0.373900966300059,1.0,,
C2CD3,1.0,1.0,+,+,0.1011915072182954,0.14814814814814806,,
C2CD2,1.0,1.0,+,+,0.04742065558431962,0.1011915072182954,,
C22orf46,1.0,1.0,-,0,0.5185185185185183,1.0,,
C2orf15,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
C22orf41,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
C22orf40,1.0,1.0,-,-,0.15830242337545783,0.373900966300059,,
C22orf39,1.0,1.0,+,+,0.5390795735253242,0.03935185185185187,,
C22orf36,1.0,1.0,0,+,1.0,0.9202384446818321,,
C22orf32,1.0,1.0,-,+,0.629094792211129,0.629094792211129,,
C2orf62,1.0,1.0,0,+,1.0,0.373900966300059,,
C2orf61,1.0,1.0,+,0,0.373900966300059,1.0,,
C2orf56,1.0,1.0,+,+,0.23019964108049873,0.1011915072182954,,
C2orf50,1.0,1.0,+,0,0.5185185185185183,1.0,,
C2orf49,1.0,1.0,+,+,0.34141975587552365,0.1403573866189944,,
C2orf44,1.0,1.0,+,+,0.3678540559704843,0.029471316278634675,,
C2orf43,1.0,1.0,+,+,0.11846479931931933,0.022002868057878388,,
C2orf42,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
C2orf40,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C2orf3,1.0,1.0,+,0,0.373900966300059,1.0,,
C2orf29,1.0,1.0,+,+,0.24198153056802083,0.24174592172736825,,
C2orf28,1.0,1.0,+,+,0.7095972614299966,0.4676047546093973,,
C22orf29,1.0,1.0,-,0,0.373900966300059,1.0,,
C21orf2,1.0,1.0,-,0,0.6433299631818633,1.0,,
C21orf122,1.0,1.0,+,0,0.373900966300059,1.0,,
C21orf119,1.0,1.0,+,+,0.7676439152389033,0.4676047546093973,,
C20orf94,1.0,1.0,+,+,0.11611652351681558,0.5185185185185183,,
C21orf33,1.0,1.0,+,+,0.9065539293006051,0.3678540559704843,,
C20orf72,1.0,1.0,+,+,0.25877129642782876,0.0053281284246469215,,
C20orf7,1.0,1.0,+,+,0.6433299631818633,0.373900966300059,,
C20orf46,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
C20orf43,1.0,1.0,+,+,0.4963453374237491,0.10405552800179198,,
C20orf4,1.0,1.0,+,+,0.14035738661899447,0.04064208872049838,,
C20orf30,1.0,1.0,+,+,0.4063357811445976,0.1731698834329781,,
C20orf3,1.0,1.0,+,+,0.38665397231851684,0.43533094251437593,,
C22orf25,1.0,1.0,+,+,0.3486411394402042,0.05504060895249949,,
C22orf24,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C22orf23,1.0,1.0,-,+,0.373900966300059,0.5185185185185183,,
C22orf15,1.0,1.0,+,+,0.373900966300059,0.1011915072182954,,
C22orf13,1.0,1.0,+,+,0.09126024444398567,0.25081535976844554,,
C21orf88,1.0,1.0,-,-,0.373900966300059,0.1011915072182954,,
C21orf71,1.0,1.0,+,+,0.3452714989013448,0.0013238969092171666,,
C21orf70,1.0,1.0,-,-,0.46760475460939743,0.46760475460939743,,
C21orf67,1.0,1.0,+,0,0.01613008990009254,1.0,,
C21orf63,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C21orf59,1.0,1.0,+,+,0.6766746479019474,0.23133615662875348,,
C21orf58,1.0,1.0,-,0,0.373900966300059,1.0,,
C22orf28,1.0,1.0,+,+,0.19456699876952957,0.06371007110395141,,
CADM1,1.0,1.0,+,+,0.06676654481198813,0.16327898574659308,,
CACYBP,1.0,1.0,+,+,0.05015088943171935,0.06676654481198813,,
CACNG8,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
CACNG7,1.0,1.0,-,-,0.373900966300059,0.4917670010221689,,
CACNG4,1.0,1.0,-,0,0.25081535976844566,1.0,,
CADM2,1.0,1.0,-,0,0.4216482551761943,1.0,,
CACNB4,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
CACNB3,1.0,1.0,-,-,0.014720593813730023,0.025386447936615264,,
CACNB1,1.0,1.0,-,-,0.1161165235168155,0.1161165235168155,,
CACNA2D1,1.0,1.0,0,+,1.0,0.1161165235168155,,
CACNG1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CADM3,1.0,1.0,-,-,0.013235599563682695,0.013235599563682695,,
CALM3,1.0,1.0,-,+,0.9396448982122092,0.5265451131486951,,
CALM2,1.0,1.0,-,+,0.2640847083666515,0.8877458796795625,,
CALM1,1.0,1.0,-,+,0.3658003057352218,0.16315573136173675,,
CALHM2,1.0,1.0,0,-,1.0,0.4216482551761943,,
CALD1,1.0,1.0,-,-,0.39176081247686756,0.6470857446865029,,
CADM4,1.0,1.0,-,-,0.025386447936615292,0.06467689395635308,,
CALCOCO2,1.0,1.0,+,+,0.21930692358453638,0.0014731194152033781,,
CALCOCO1,1.0,1.0,+,+,0.6433299631818634,0.1011915072182954,,
CALCB,1.0,1.0,+,0,0.5185185185185183,1.0,,
CALB1,1.0,1.0,-,+,0.5071575069992283,0.008027231621195952,,
CACNA1G,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
CA5BP1,1.0,1.0,+,+,0.09126024444398578,0.0005620036227159911,,
CA2,1.0,1.0,0,+,1.0,0.15830242337545783,,
CA14,1.0,1.0,-,-,0.1161165235168155,0.04742065558431957,,
CA13,1.0,1.0,0,-,1.0,0.373900966300059,,
C9orf95,1.0,1.0,0,+,1.0,0.11611652351681558,,
C9orf93,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
C9orf91,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
C9orf9,1.0,1.0,-,+,0.25081535976844554,0.01613008990009254,,
C9orf89,1.0,1.0,-,-,0.09718518518518512,0.09718518518518512,,
CA11,1.0,1.0,-,-,0.07048399691021993,0.01613008990009254,,
CA8,1.0,1.0,-,0,0.373900966300059,1.0,,
CACHD1,1.0,1.0,+,+,0.020583681723046365,0.04327797776959023,,
CABYR,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
CABP1,1.0,1.0,+,-,0.0005620036227159911,0.373900966300059,,
CABLES2,1.0,1.0,+,+,0.25877129642782876,0.14035738661899447,,
CABIN1,1.0,1.0,+,+,0.6433299631818633,0.373900966300059,,
CAB39L,1.0,1.0,-,-,0.04742065558431962,0.10119150721829531,,
CAB39,1.0,1.0,+,+,0.2143839727449138,0.01944176827646728,,
CALML4,1.0,1.0,0,+,1.0,0.373900966300059,,
CARD9,1.0,1.0,0,+,1.0,0.373900966300059,,
CARD8,1.0,1.0,-,-,0.5495300711726003,0.5495300711726003,,
CARHSP1,1.0,1.0,-,-,0.00020203994879765852,0.007182328566300193,,
CAPZA2,1.0,1.0,+,+,0.4996997150643457,0.1011915072182954,,
CAPZA1,1.0,1.0,+,+,0.8861768476249401,0.3276348992606553,,
CAPS2,1.0,1.0,+,0,0.373900966300059,1.0,,
CAPRIN2,1.0,1.0,-,+,0.5071575069992283,0.01613008990009254,,
CAPRIN1,1.0,1.0,+,+,0.7160258860061491,0.1626378055882643,,
CARKD,1.0,1.0,-,-,0.16478902078338,0.5390795735253243,,
CARM1,1.0,1.0,+,-,0.43533094251437593,0.5614380442505257,,
CASP3,1.0,1.0,+,+,0.25942186031052256,0.0025702607653999305,,
CASP2,1.0,1.0,+,+,0.11611652351681558,0.23019964108049873,,
CASKIN2,1.0,1.0,-,-,0.01613008990009254,0.01613008990009254,,
CASK,1.0,1.0,-,0,0.8834610671467296,1.0,,
CASD1,1.0,1.0,+,+,0.6130111132661793,0.04742065558431962,,
CASC5,1.0,1.0,+,+,0.05592859832647392,0.33046011464063674,,
CASC4,1.0,1.0,+,+,0.7246586364960956,0.1161165235168155,,
CASC3,1.0,1.0,+,+,0.20987507129406102,0.1756931086309215,,
CASC2,1.0,1.0,0,+,1.0,0.373900966300059,,
CASC1,1.0,1.0,+,0,0.373900966300059,1.0,,
CARS2,1.0,1.0,+,+,0.3152961908951065,0.07048399691021993,,
CARS,1.0,1.0,-,0,0.373900966300059,1.0,,
CAPN9,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
CAPN7,1.0,1.0,+,+,0.6433299631818633,0.23019964108049873,,
CAMKV,1.0,1.0,+,+,0.4917670010221689,0.01613008990009254,,
CAMKMT,1.0,1.0,+,+,0.6433299631818633,0.23019964108049873,,
CAMKK2,1.0,1.0,+,+,0.12229424536952217,0.6026074425756667,,
CAMK2N2,1.0,1.0,+,+,0.5185185185185183,0.6778688286992494,,
CAMK2N1,1.0,1.0,-,+,0.01047955746517402,0.17501364867265645,,
CAMK2G,1.0,1.0,-,0,0.9188498491176674,1.0,,
CAMLG,1.0,1.0,+,+,0.16327898574659308,0.006073611651889929,,
CAMK2D,1.0,1.0,-,-,0.1064875032531765,0.871324657420661,,
CAMK1G,1.0,1.0,+,0,0.373900966300059,1.0,,
CAMK1D,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
CAMK1,1.0,1.0,0,+,1.0,0.15183454328291035,,
CALY,1.0,1.0,-,0,0.6433299631818633,1.0,,
CALR,1.0,1.0,-,+,0.21476446015241552,0.9205745970528942,,
CAMSAP1,1.0,1.0,+,+,0.34649037019369566,0.0341094231674096,,
CAMSAP1L1,1.0,1.0,+,+,0.2341006273268296,0.007933091566320584,,
CAPN5,1.0,1.0,+,+,0.15830242337545783,0.5614380442505257,,
CAPN2,1.0,1.0,+,+,0.19289462822712175,0.021260746902662362,,
CAPN10,1.0,1.0,-,-,0.05333826104568904,0.015799848495268172,,
CAPN1,1.0,1.0,-,-,0.0006012463462906055,0.00023400020838484174,,
CAPG,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
CAP2,1.0,1.0,0,+,1.0,0.3486411394402042,,
CAP1,1.0,1.0,0,+,1.0,0.06467689395635308,,
CANX,1.0,1.0,+,+,0.7917780047574763,0.44530245326909745,,
CANT1,1.0,1.0,-,-,0.013158072670303911,0.005179626440890461,,
CAND2,1.0,1.0,-,-,0.5185185185185183,0.5185185185185183,,
CAND1,1.0,1.0,+,+,0.28555820591972475,0.0808215593273367,,
CAMTA2,1.0,1.0,-,+,0.6778688286992494,0.7246586364960955,,
CAMTA1,1.0,1.0,+,+,0.52250016559345,0.5978851971019108,,
C9orf85,1.0,1.0,+,+,0.4676047546093973,0.01613008990009254,,
C9orf82,1.0,1.0,+,+,0.4057154883253995,0.007762602689870699,,
C7orf68,1.0,1.0,+,+,0.5733922538253555,0.8820281938486811,,
C7orf64,1.0,1.0,+,+,0.01613008990009254,0.1161165235168155,,
C7orf63,1.0,1.0,+,0,0.373900966300059,1.0,,
C7orf61,1.0,1.0,+,0,0.373900966300059,1.0,,
C7orf70,1.0,1.0,+,+,0.5185185185185183,0.1011915072182954,,
C7orf60,1.0,1.0,+,+,0.30806503882966874,0.03137573422015397,,
C7orf55,1.0,1.0,-,-,0.14470399860633032,0.20195079261941903,,
C7orf53,1.0,1.0,+,+,0.373900966300059,0.1161165235168155,,
C7orf50,1.0,1.0,-,-,0.04327797776959023,0.0009120028183584298,,
C7orf49,1.0,1.0,+,+,0.5658559708448319,0.017540467488889273,,
C7orf59,1.0,1.0,-,+,0.9680320004450107,0.34868071690375346,,
C7orf47,1.0,1.0,+,+,0.373900966300059,0.6433299631818633,,
C7orf73,1.0,1.0,+,+,0.5102492390442803,0.003738445864251978,,
C8orf44,1.0,1.0,+,0,0.1161165235168155,1.0,,
C8orf42,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
C8orf41,1.0,1.0,+,+,0.32946033078190273,0.18900365845517536,,
C8orf40,1.0,1.0,+,+,0.7747378135125106,0.6222685808336784,,
C8orf4,1.0,1.0,-,0,0.019441768276467295,1.0,,
C8orf39,1.0,1.0,-,-,0.1011915072182954,0.23019964108049873,,
C8orf38,1.0,1.0,+,+,0.5614380442505257,0.23019964108049873,,
C8orf37,1.0,1.0,+,+,0.1161165235168155,0.1161165235168155,,
C8ORFK29,1.0,1.0,-,0,0.373900966300059,1.0,,
C7orf74,1.0,1.0,-,0,0.6778688286992494,1.0,,
C8orf33,1.0,1.0,+,+,0.5390795735253242,0.7676439152389032,,
C7orf46,1.0,1.0,-,-,0.8297991390537874,0.48181741497864583,,
C7orf44,1.0,1.0,+,+,0.37767803923557014,0.13470193531896707,,
C6orf81,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C6orf72,1.0,1.0,+,+,0.373900966300059,0.1011915072182954,,
C6orf70,1.0,1.0,+,0,0.6433299631818634,1.0,,
C6orf64,1.0,1.0,+,+,0.373900966300059,0.01613008990009254,,
C6orf62,1.0,1.0,+,+,0.27722568658914387,0.0037951035943434124,,
C6orf57,1.0,1.0,-,-,0.05504060895249949,0.4917670010221689,,
C6orf89,1.0,1.0,0,+,1.0,0.373900966300059,,
C6orf52,1.0,1.0,+,+,0.784257267702807,0.9188498491176674,,
C6orf47,1.0,1.0,-,-,0.1011915072182954,0.5185185185185183,,
C6orf35,1.0,1.0,0,+,1.0,0.11611652351681558,,
C6orf26,1.0,1.0,+,0,0.373900966300059,1.0,,
C6orf226,1.0,1.0,-,-,0.012780483827591007,0.03902052651956848,,
C6orf225,1.0,1.0,+,+,0.6433299631818634,0.007490433881274529,,
C6orf48,1.0,1.0,-,-,0.2079549967039296,0.0003696088653551062,,
C6orf99,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C7orf43,1.0,1.0,+,0,0.23019964108049873,1.0,,
C7orf42,1.0,1.0,+,+,0.19034892486208285,0.045727980907826045,,
C7orf41,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C7orf40,1.0,1.0,0,-,1.0,0.43533094251437593,,
C7orf36,1.0,1.0,+,+,0.20510645520407753,0.01613008990009254,,
C7orf30,1.0,1.0,+,+,0.25536145306646774,0.024982663522872078,,
C7orf26,1.0,1.0,0,+,1.0,0.373900966300059,,
C7orf23,1.0,1.0,+,+,0.06360267515107076,0.007490433881274526,,
C7orf16,1.0,1.0,0,+,1.0,0.5185185185185183,,
C7orf13,1.0,1.0,-,+,0.5185185185185183,0.373900966300059,,
C7orf11,1.0,1.0,+,+,0.9512222079940715,0.18682180013447572,,
C7orf10,1.0,1.0,+,+,0.4917670010221689,0.15830242337545783,,
C8orf44-SGK3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C8orf45,1.0,1.0,+,0,0.373900966300059,1.0,,
C8orf46,1.0,1.0,-,+,0.04742065558431962,0.373900966300059,,
C8orf47,1.0,1.0,0,+,1.0,0.373900966300059,,
C9orf37,1.0,1.0,+,-,0.4216482551761943,0.373900966300059,,
C9orf30-TMEFF1,1.0,1.0,+,+,0.1283954392641799,0.001898447273749484,,
C9orf30,1.0,1.0,-,-,0.05015088943171935,0.5122252586995419,,
C9orf3,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C9orf25,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
C9orf24,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C9orf4,1.0,1.0,-,-,0.11611652351681558,0.23019964108049873,,
C9orf23,1.0,1.0,-,-,0.07787709393680199,0.042017841275341195,,
C9orf174,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
C9orf171,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
C9orf169,1.0,1.0,0,-,1.0,0.5185185185185183,,
C9orf21,1.0,1.0,-,-,0.373900966300059,0.6433299631818633,,
C9orf40,1.0,1.0,+,+,0.18386874121639152,0.022645999311240124,,
C9orf41,1.0,1.0,0,-,1.0,0.373900966300059,,
C9orf43,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
C9orf80,1.0,1.0,+,+,0.2878641347266908,0.373900966300059,,
C9orf78,1.0,1.0,+,+,0.46852713556223086,0.19224936602021953,,
C9orf72,1.0,1.0,-,+,0.1011915072182954,0.23019964108049873,,
C9orf70,1.0,1.0,0,+,1.0,0.373900966300059,,
C9orf7,1.0,1.0,-,-,0.057235231106631534,0.13228648636276094,,
C9orf69,1.0,1.0,-,-,0.2878641347266908,0.2745766290948481,,
C9orf6,1.0,1.0,+,+,0.3452714989013448,0.29425636802442634,,
C9orf53,1.0,1.0,0,-,1.0,0.373900966300059,,
C9orf5,1.0,1.0,+,+,0.3486411394402042,0.05504060895249949,,
C9orf47,1.0,1.0,-,-,0.23019964108049873,0.373900966300059,,
C9orf46,1.0,1.0,+,+,0.49774764791129134,0.03112563408158657,,
C9orf16,1.0,1.0,-,-,0.11818190633253066,0.24125935252358965,,
C9orf156,1.0,1.0,+,+,0.4216482551761943,0.1011915072182954,,
C8orf85,1.0,1.0,+,-,0.373900966300059,0.5185185185185183,,
C8orf82,1.0,1.0,-,-,0.23019964108049873,0.25081535976844566,,
C8orf76,1.0,1.0,+,+,0.30224156085034537,0.014172594972725138,,
C8orf73,1.0,1.0,0,-,1.0,0.5185185185185183,,
C8orf59,1.0,1.0,+,+,0.7064020218342248,0.7205473767095512,,
C8orf58,1.0,1.0,-,+,0.5772272585552766,0.9491614778034888,,
C8orf56,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
